"Category","Skill","Directory","Source","Description"
"文档、PDF、表单与签署","google_search_console-automation","google_search_console-automation","用户安装","Automate Google Search Console tasks via Rube MCP (Composio): search performance, URL inspection, sitemaps, and indexing status. Always search tools first for current schemas."
"文档、PDF、表单与签署","googledocs-automation","googledocs-automation","用户安装","Automate Google Docs tasks via Rube MCP (Composio): create, edit, search, export, copy, and update documents. Always search tools first for current schemas."
"文档、PDF、表单与签署","google-search-console-automation","google-search-console-automation","用户安装","Automate Google Search Console tasks via Rube MCP (Composio): query search analytics, list sites, inspect URLs, submit sitemaps, monitor search performance. Always search tools first for current schemas."
"文档、PDF、表单与签署","ignisign-automation","ignisign-automation","用户安装","Automate Ignisign tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","invoice-organizer","invoice-organizer","用户安装","Automatically organizes invoices and receipts for tax preparation by reading messy files, extracting key information, renaming them consistently, and sorting them into logical folders. Turns hours of manual bookkeeping into minutes of automated organization."
"文档、PDF、表单与签署","issue-triage","issue-triage","用户安装","Triage Linear or Jira backlogs and run bug sweeps via the Composio CLI. Bulk-fetch issues, dedupe, relabel, reassign, and post summaries — all from the shell without clicking through the UI."
"文档、PDF、表单与签署","Jotform Automation","jotform-automation","用户安装","Automate Jotform form listing, user management, activity history, folder organization, and plan inspection through natural language commands"
"文档、PDF、表单与签署","notion-research-documentation","notion-research-documentation","用户安装","Research across Notion and synthesize into structured documentation; use when gathering info from multiple Notion sources to produce briefs, comparisons, or reports with citations."
"文档、PDF、表单与签署","onesignal_rest_api-automation","onesignal_rest_api-automation","用户安装","Automate OneSignal tasks via Rube MCP (Composio): push notifications, segments, templates, and messaging. Always search tools first for current schemas."
"文档、PDF、表单与签署","onesignal-rest-api-automation","onesignal-rest-api-automation","用户安装","Automate OneSignal tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","onesignal-user-auth-automation","onesignal-user-auth-automation","用户安装","Automate Onesignal User Auth tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","PandaDoc Automation","pandadoc-automation","用户安装","Automate document workflows with PandaDoc -- create documents from files, manage contacts, organize folders, set up webhooks, create templates, and track document status through the Composio PandaDoc integration."
"文档、PDF、表单与签署","paperjsx","paperjsx","用户安装","Generate PPTX presentations, DOCX documents, XLSX spreadsheets, and PDF reports from structured JSON input using PaperJSX."
"文档、PDF、表单与签署","pdf4me-automation","pdf4me-automation","用户安装","Automate Pdf4me tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","pdf-api-io-automation","pdf-api-io-automation","用户安装","Automate PDF API IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","pdf-co-automation","pdf-co-automation","用户安装","Automate PDF co tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","pdfless-automation","pdfless-automation","用户安装","Automate Pdfless tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","pdfmonkey-automation","pdfmonkey-automation","用户安装","Automate Pdfmonkey tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","PhantomBuster Automation","phantombuster-automation","用户安装","Automate lead generation, web scraping, and social media data extraction workflows through PhantomBuster's cloud platform via Composio"
"文档、PDF、表单与签署","Ramp Automation","ramp-automation","用户安装","Ramp Automation: manage corporate card transactions, reimbursements, users, and expense tracking via the Ramp platform"
"文档、PDF、表单与签署","renderform-automation","renderform-automation","用户安装","Automate Renderform tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","share_point-automation","share_point-automation","用户安装","Automate SharePoint tasks via Rube MCP (Composio): document libraries, sites, lists, and content management. Always search tools first for current schemas."
"文档、PDF、表单与签署","SharePoint Automation","share-point-automation","用户安装","SharePoint Automation: manage sites, lists, documents, folders, pages, and search content across SharePoint and OneDrive"
"文档、PDF、表单与签署","signaturely-automation","signaturely-automation","用户安装","Automate Signaturely tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","signpath-automation","signpath-automation","用户安装","Automate Signpath tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","signwell-automation","signwell-automation","用户安装","Automate Signwell tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","spreadsheet-formula-helper","spreadsheet-formula-helper","用户安装","Write and debug spreadsheet formulas (Excel/Google Sheets), pivot tables, and array formulas; translate between dialects; use when users need working formulas with examples and edge-case checks."
"文档、PDF、表单与签署","SurveyMonkey Automation","survey-monkey-automation","用户安装","Automate SurveyMonkey survey creation, response collection, collector management, and survey discovery through natural language commands"
"文档、PDF、表单与签署","tally-automation","tally-automation","用户安装","Automate Tally tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","tapform-automation","tapform-automation","用户安装","Automate Tapform tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","templated-automation","templated-automation","用户安装","Automate Templated tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","text-to-pdf-automation","text-to-pdf-automation","用户安装","Automate Text To PDF tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","typefully-automation","typefully-automation","用户安装","Automate Typefully tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","waiverfile-automation","waiverfile-automation","用户安装","Automate Waiverfile tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","Wave Accounting Automation","wave-accounting-automation","用户安装","Wave Accounting toolkit is not currently available as a native integration. No Wave-specific tools were found in the Composio platform. This skill is a placeholder pending future integration."
"文件、媒体与设计资产","abyssale-automation","abyssale-automation","用户安装","Automate Abyssale tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","bannerbear-automation","bannerbear-automation","用户安装","Automate Bannerbear tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","cincopa-automation","cincopa-automation","用户安装","Automate Cincopa tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","cloudconvert-automation","cloudconvert-automation","用户安装","Automate Cloudconvert tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","conversion-tools-automation","conversion-tools-automation","用户安装","Automate Conversion Tools tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","convertapi-automation","convertapi-automation","用户安装","Automate Convertapi tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","docker_hub-automation","docker_hub-automation","用户安装","Automate Docker Hub tasks via Rube MCP (Composio): repositories, images, tags, and container registry management. Always search tools first for current schemas."
"文件、媒体与设计资产","felt-automation","felt-automation","用户安装","Automate Felt tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","file-organizer","file-organizer","用户安装","Intelligently organizes your files and folders across your computer by understanding context, finding duplicates, suggesting better structures, and automating cleanup tasks. Reduces cognitive load and keeps your digital workspace tidy without manual effort."
"文件、媒体与设计资产","files-com-automation","files-com-automation","用户安装","Automate Files Com tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","finerworks-automation","finerworks-automation","用户安装","Automate Finerworks tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","fireflies-automation","fireflies-automation","用户安装","Automate Fireflies tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","gamma-automation","gamma-automation","用户安装","Automate Gamma tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","giphy-automation","giphy-automation","用户安装","Automate Giphy tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","gladia-automation","gladia-automation","用户安装","Automate Gladia tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","googledrive-automation","googledrive-automation","用户安装","Automate Google Drive tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","googlephotos-automation","googlephotos-automation","用户安装","Automate Google Photos tasks via Rube MCP (Composio): upload media, manage albums, search photos, batch add items, create and update albums. Always search tools first for current schemas."
"文件、媒体与设计资产","happy-scribe-automation","happy-scribe-automation","用户安装","Automate Happy Scribe tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","heyzine-automation","heyzine-automation","用户安装","Automate Heyzine tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","html-to-image-automation","html-to-image-automation","用户安装","Automate Html To Image tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","imagekit-io-automation","imagekit-io-automation","用户安装","Automate Imagekit IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","imgbb-automation","imgbb-automation","用户安装","Automate Imgbb tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","imgix-automation","imgix-automation","用户安装","Automate Imgix tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","kraken-io-automation","kraken-io-automation","用户安装","Automate Kraken IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","logo-dev-automation","logo-dev-automation","用户安装","Automate Logo Dev tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","loomio-automation","loomio-automation","用户安装","Automate Loomio tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","pexels-automation","pexels-automation","用户安装","Automate Pexels tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","placid-automation","placid-automation","用户安装","Automate Placid tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","printautopilot-automation","printautopilot-automation","用户安装","Automate Printautopilot tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","remove-bg-automation","remove-bg-automation","用户安装","Automate Remove Bg tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","rev-ai-automation","rev-ai-automation","用户安装","Automate Rev AI tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","screenshot-fyi-automation","screenshot-fyi-automation","用户安装","Automate Screenshot Fyi tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","screenshotone-automation","screenshotone-automation","用户安装","Automate Screenshotone tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","shortpixel-automation","shortpixel-automation","用户安装","Automate Shortpixel tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","shotstack-automation","shotstack-automation","用户安装","Automate Shotstack tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","smugmug-automation","smugmug-automation","用户安装","Automate Smugmug tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","Spotify Automation","spotify-automation","用户安装","Automate Spotify workflows including playlist management, music search, playback control, and user profile access via Composio"
"文件、媒体与设计资产","spotlightr-automation","spotlightr-automation","用户安装","Automate Spotlightr tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文件、媒体与设计资产","theme-factory","theme-factory","用户安装","Toolkit for styling artifacts with a theme. These artifacts can be slides, docs, reportings, HTML landing pages, etc. There are 10 pre-set themes with colors/fonts that you can apply to any artifact that has been creating, or can generate a new theme on-the-fly."
"文件、媒体与设计资产","Uploadcare Automation","uploadcare-automation","用户安装","Automate Uploadcare file management including listing, storing, inspecting, downloading, and organizing file groups through natural language commands"
"文件、媒体与设计资产","visme-automation","visme-automation","用户安装","Automate Visme tasks via Rube MCP (Composio). Always search tools first for current schemas."
"系统、Skill 与插件开发","agent-deep-links","agent-deep-links","用户安装","Build, validate, and troubleshoot deep links for Codex, Cursor, VS Code, Visual Studio, and similar tools. Use when users ask for clickable links (especially in Slack) that open threads, files, folders, or app settings."
"系统、Skill 与插件开发","connect-apps","connect-apps","用户安装","Connect Claude to external apps via the Composio CLI. Use this skill when the user wants to send emails, create issues, post messages, or take actions across Gmail, Slack, GitHub, Notion, and 1000+ services from the terminal."
"系统、Skill 与插件开发","imagegen","imagegen","系统内置","Generate or edit raster images when the task benefits from AI-created bitmap visuals such as photos, illustrations, textures, sprites, mockups, or transparent-background cutouts. Use when Codex should create a brand-new image, transform an existing image, or derive visual variants from references, and the output should be a bitmap asset rather than repo-native code or vector. Do not use when the task is better handled by editing existing SVG/vector/code-native assets, extending an established icon or logo system, or building the visual directly in HTML/CSS/canvas."
"系统、Skill 与插件开发","mcp-builder","mcp-builder","用户安装","Guide for creating high-quality MCP (Model Context Protocol) servers that enable LLMs to interact with external services through well-designed tools. Use when building MCP servers to integrate external APIs or services, whether in Python (FastMCP) or Node/TypeScript (MCP SDK)."
"系统、Skill 与插件开发","openai-docs","openai-docs","系统内置","Use when the user asks how to build with OpenAI products or APIs and needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; prioritize OpenAI docs MCP tools, use bundled references only as helper context, and restrict any fallback browsing to official OpenAI domains."
"系统、Skill 与插件开发","plugin-creator","plugin-creator","系统内置","Create and scaffold plugin directories for Codex with a required `.codex-plugin/plugin.json`, optional plugin folders/files, and baseline placeholders you can edit before publishing or testing. Use when Codex needs to create a new local plugin, add optional plugin structure, or generate or update repo-root `.agents/plugins/marketplace.json` entries for plugin ordering and availability metadata."
"系统、Skill 与插件开发","skill-creator","skill-creator","系统内置","Guide for creating effective skills. This skill should be used when users want to create a new skill (or update an existing skill) that extends Codex's capabilities with specialized knowledge, workflows, or tool integrations."
"系统、Skill 与插件开发","skill-installer","skill-installer","系统内置","Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos)."
"系统、Skill 与插件开发","skill-share","skill-share","用户安装","A skill that creates new Claude skills and automatically shares them on Slack using Rube for seamless team collaboration and skill discovery."
"系统、Skill 与插件开发","template-skill","template-skill","用户安装","Replace with description of the skill and when Claude should use it."
"销售、线索与 CRM","affinity-automation","affinity-automation","用户安装","Automate Affinity tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","Apollo Automation","apollo-automation","用户安装","Automate Apollo.io lead generation -- search organizations, discover contacts, enrich prospect data, manage contact stages, and build targeted outreach lists -- using natural language through the Composio MCP integration."
"销售、线索与 CRM","Attio Automation","attio-automation","用户安装","Automate Attio CRM operations -- search records, query contacts and companies with advanced filters, manage notes, list attributes, and navigate your relationship data -- using natural language through the Composio MCP integration."
"销售、线索与 CRM","autobound-automation","autobound-automation","用户安装","Automate Autobound tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","better-proposals-automation","better-proposals-automation","用户安装","Automate Better Proposals tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","bigpicture-io-automation","bigpicture-io-automation","用户安装","Automate Bigpicture IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","callerapi-automation","callerapi-automation","用户安装","Automate Callerapi tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","Capsule CRM Automation","capsule-crm-automation","用户安装","Automate Capsule CRM operations -- manage contacts (parties), run structured filter queries, track tasks and projects, log entries, and handle organizations -- using natural language through the Composio MCP integration."
"销售、线索与 CRM","capsule_crm-automation","capsule_crm-automation","用户安装","Automate Capsule CRM tasks via Rube MCP (Composio): contacts, opportunities, cases, tasks, and pipeline management. Always search tools first for current schemas."
"销售、线索与 CRM","centralstationcrm-automation","centralstationcrm-automation","用户安装","Automate Centralstationcrm tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","clearout-automation","clearout-automation","用户安装","Automate Clearout tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","datagma-automation","datagma-automation","用户安装","Automate Datagma tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","dropcontact-automation","dropcontact-automation","用户安装","Automate Dropcontact tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","Dynamics 365 Automation","dynamics365-automation","用户安装","Dynamics 365 Automation: manage CRM contacts, accounts, leads, opportunities, sales orders, invoices, and cases via the Dynamics CRM Web API"
"销售、线索与 CRM","emailable-automation","emailable-automation","用户安装","Automate Emailable tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","emaillistverify-automation","emaillistverify-automation","用户安装","Automate Emaillistverify tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","espocrm-automation","espocrm-automation","用户安装","Automate Espocrm tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","findymail-automation","findymail-automation","用户安装","Automate Findymail tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","folk-automation","folk-automation","用户安装","Automate Folk tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","fullenrich-automation","fullenrich-automation","用户安装","Automate Fullenrich tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","gender-api-automation","gender-api-automation","用户安装","Automate Gender API tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","genderapi-io-automation","genderapi-io-automation","用户安装","Automate Genderapi IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","genderize-automation","genderize-automation","用户安装","Automate Genderize tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","Gong Automation","gong-automation","用户安装","Automate Gong conversation intelligence -- retrieve call recordings, transcripts, detailed analytics, speaker stats, and workspace data -- using natural language through the Composio MCP integration."
"销售、线索与 CRM","highlevel-automation","highlevel-automation","用户安装","Automate Highlevel tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","Hunter Automation","hunter-automation","用户安装","Automate Hunter.io email intelligence -- search domains for email addresses, find specific contacts, verify email deliverability, manage leads, and monitor account usage -- using natural language through the Composio MCP integration."
"销售、线索与 CRM","icypeas-automation","icypeas-automation","用户安装","Automate Icypeas tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","identitycheck-automation","identitycheck-automation","用户安装","Automate Identitycheck tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","Instantly Automation","instantly-automation","用户安装","Automate Instantly cold email outreach -- manage campaigns, sending accounts, lead lists, bulk lead imports, and campaign analytics -- using natural language through the Composio MCP integration."
"销售、线索与 CRM","kickbox-automation","kickbox-automation","用户安装","Automate Kickbox tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","Kommo Automation","kommo-automation","用户安装","Automate Kommo CRM operations -- manage leads, pipelines, pipeline stages, tasks, and custom fields -- using natural language through the Composio MCP integration."
"销售、线索与 CRM","leadfeeder-automation","leadfeeder-automation","用户安装","Automate Leadfeeder tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","leadoku-automation","leadoku-automation","用户安装","Automate Leadoku tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","lead-research-assistant","lead-research-assistant","用户安装","Identifies high-quality leads for your product or service by analyzing your business, searching for target companies, and providing actionable contact strategies. Perfect for sales, business development, and marketing professionals."
"销售、线索与 CRM","Lemlist Automation","lemlist-automation","用户安装","Automate Lemlist multichannel outreach -- manage campaigns, enroll leads, add personalization variables, export campaign data, and handle unsubscribes via the Composio MCP integration."
"销售、线索与 CRM","listclean-automation","listclean-automation","用户安装","Automate Listclean tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","mailcheck-automation","mailcheck-automation","用户安装","Automate Mailcheck tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","mails-so-automation","mails-so-automation","用户安装","Automate Mails So tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","neverbounce-automation","neverbounce-automation","用户安装","Automate Neverbounce tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","nocrm-io-automation","nocrm-io-automation","用户安装","Automate Nocrm IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","peopledatalabs-automation","peopledatalabs-automation","用户安装","Automate Peopledatalabs tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","pipeline-crm-automation","pipeline-crm-automation","用户安装","Automate Pipeline CRM tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","realphonevalidation-automation","realphonevalidation-automation","用户安装","Automate Realphonevalidation tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","salesforce-marketing-cloud-automation","salesforce-marketing-cloud-automation","用户安装","Automate Salesforce Marketing Cloud tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","salesforce-service-cloud-automation","salesforce-service-cloud-automation","用户安装","Automate Salesforce Service Cloud tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","salesmate-automation","salesmate-automation","用户安装","Automate Salesmate tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","tomba-automation","tomba-automation","用户安装","Automate Tomba tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","verifiedemail-automation","verifiedemail-automation","用户安装","Automate Verifiedemail tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","veriphone-automation","veriphone-automation","用户安装","Automate Veriphone tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","zerobounce-automation","zerobounce-automation","用户安装","Automate Zerobounce tasks via Rube MCP (Composio). Always search tools first for current schemas."
"销售、线索与 CRM","zoho_bigin-automation","zoho_bigin-automation","用户安装","Automate Zoho Bigin tasks via Rube MCP (Composio): pipelines, contacts, companies, products, and small business CRM. Always search tools first for current schemas."
"销售、线索与 CRM","zoho-bigin-automation","zoho-bigin-automation","用户安装","Automate Zoho Bigin tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","active-campaign-automation","active-campaign-automation","用户安装","Automate ActiveCampaign tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","adrapid-automation","adrapid-automation","用户安装","Automate Adrapid tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","agility-cms-automation","agility-cms-automation","用户安装","Automate Agility CMS tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","Ahrefs Automation","ahrefs-automation","用户安装","Automate SEO research with Ahrefs -- analyze backlink profiles, research keywords, track domain metrics history, audit organic rankings, and perform batch URL analysis through the Composio Ahrefs integration."
"营销、邮件与内容运营","beamer-automation","beamer-automation","用户安装","Automate Beamer tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","benchmark-email-automation","benchmark-email-automation","用户安装","Automate Benchmark Email tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","bigmailer-automation","bigmailer-automation","用户安装","Automate Bigmailer tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","campaign-cleaner-automation","campaign-cleaner-automation","用户安装","Automate Campaign Cleaner tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","campayn-automation","campayn-automation","用户安装","Automate Campayn tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","canny-automation","canny-automation","用户安装","Automate Canny tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","competitive-ads-extractor","competitive-ads-extractor","用户安装","Extracts and analyzes competitors' ads from ad libraries (Facebook, LinkedIn, etc.) to understand what messaging, problems, and creative approaches are working. Helps inspire and improve your own ad campaigns."
"营销、邮件与内容运营","Contentful Automation","contentful-automation","用户安装","Automate headless CMS operations in Contentful -- list spaces, retrieve space metadata, and update space configurations through the Composio Contentful integration."
"营销、邮件与内容运营","contentful-graphql-automation","contentful-graphql-automation","用户安装","Automate Contentful Graphql tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","curated-automation","curated-automation","用户安装","Automate Curated tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","Customer.io Automation","customerio-automation","用户安装","Automate customer engagement workflows including broadcast triggers, message analytics, segment management, and newsletter tracking through Customer.io via Composio"
"营销、邮件与内容运营","doppler-marketing-automation-automation","doppler-marketing-automation-automation","用户安装","Automate Doppler Marketing Automation tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","doppler-secretops-automation","doppler-secretops-automation","用户安装","Automate Doppler Secretops tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","dripcel-automation","dripcel-automation","用户安装","Automate Dripcel tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","drip-jobs-automation","drip-jobs-automation","用户安装","Automate Drip Jobs tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","emailoctopus-automation","emailoctopus-automation","用户安装","Automate Emailoctopus tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","emelia-automation","emelia-automation","用户安装","Automate Emelia tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","enginemailer-automation","enginemailer-automation","用户安装","Automate Enginemailer tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","Facebook Automation","facebook-automation","用户安装","Automate Facebook Page management including post creation, scheduling, video uploads, Messenger conversations, and audience engagement via Composio"
"营销、邮件与内容运营","fomo-automation","fomo-automation","用户安装","Automate Fomo tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","givebutter-automation","givebutter-automation","用户安装","Automate Givebutter tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","goodbits-automation","goodbits-automation","用户安装","Automate Goodbits tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","googleads-automation","googleads-automation","用户安装","Automate Google Ads analytics tasks via Rube MCP (Composio): list Google Ads links, run GA4 reports, check compatibility, list properties and accounts. Always search tools first for current schemas."
"营销、邮件与内容运营","Gumroad Automation","gumroad-automation","用户安装","Automate Gumroad product management, sales tracking, license verification, and webhook subscriptions using natural language through the Composio MCP integration."
"营销、邮件与内容运营","hashnode-automation","hashnode-automation","用户安装","Automate Hashnode tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","hypeauditor-automation","hypeauditor-automation","用户安装","Automate Hypeauditor tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","kit-automation","kit-automation","用户安装","Automate Kit tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","kontent-ai-automation","kontent-ai-automation","用户安装","Automate Kontent AI tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","mailbluster-automation","mailbluster-automation","用户安装","Automate Mailbluster tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","mailboxlayer-automation","mailboxlayer-automation","用户安装","Automate Mailboxlayer tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","mailcoach-automation","mailcoach-automation","用户安装","Automate Mailcoach tasks via Rube MCP (Composio). Always search tools first for current schemas."
"营销、邮件与内容运营","MailerLite Automation","mailerlite-automation","用户安装","Automate email marketing workflows including subscriber management, campaign analytics, group segmentation, and account monitoring through MailerLite via Composio"
